book_id,goodreads_book_id,best_book_id,work_id,books_count,isbn,isbn13,authors,original_publication_year,original_title,title,language_code,average_rating,ratings_count,work_ratings_count,work_text_reviews_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,image_url,small_image_url,,genre
9931,10940958,10940958,15858219,45,718154959,9.78072E+12,Nicci French,2011,Blue Monday,"Blue Monday (Frieda Klein, #1)",eng,3.77,8535,11260,1112,224,697,3068,4765,2506,https://images.gr-assets.com/books/1377323978m/10940958.jpg,https://images.gr-assets.com/books/1377323978s/10940958.jpg,,psychology
7052,130916,130916,126092,38,60598328,9.78006E+12,Patricia Gaffney,1999,The Saving Graces,The Saving Graces,en-US,3.78,13969,14327,663,196,840,4437,5283,3571,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,fiction
8159,103111,103111,99407,26,785122133,9.78079E+12,"Chris Claremont, John Byrne",1983,,X-Men: The Dark Phoenix Saga,eng,4.26,11113,12235,384,87,349,1803,3995,6001,https://images.gr-assets.com/books/1409504820m/103111.jpg,https://images.gr-assets.com/books/1409504820s/103111.jpg,,comic
9897,655601,655601,4413361,22,1416927247,9.78142E+12,Robert Muchamore,2006,Divine Madness,"Divine Madness (Cherub, #5)",eng,4.17,9640,10694,273,77,378,1861,3729,4649,https://images.gr-assets.com/books/1283561989m/655601.jpg,https://images.gr-assets.com/books/1283561989s/655601.jpg,,adult
2250,10538,10538,2252299,63,076791936X,9.78077E+12,Bill Bryson,2006,The Life and Times of The Thunderbolt Kid: A Memoir,The Life and Times of the Thunderbolt Kid,,3.93,42680,46658,4015,709,2386,10824,18212,14527,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,humor
4641,30065028,29363501,50435175,49,,,J.K. Rowling,2016,Fantastic Beasts and Where to Find Them: The Original Screenplay,Fantastic Beasts and Where to Find Them: The Original Screenplay,eng,4.41,18290,42210,4692,323,721,4257,13024,23885,https://images.gr-assets.com/books/1476913365m/30065028.jpg,https://images.gr-assets.com/books/1476913365s/30065028.jpg,,fantasy
9486,16084702,16084702,21885940,5,,,E.L. James,2012,,"Fifty Shades Duo: Fifty Shades Darker / Fifty Shades Freed (Fifty Shades, #2-3)",en-GB,4.41,8227,8268,80,373,307,693,1107,5788,https://images.gr-assets.com/books/1350174326m/16084702.jpg,https://images.gr-assets.com/books/1350174326s/16084702.jpg,,romance
4948,2260637,2260637,2300926,60,446195979,9.78045E+12,David Baldacci,2008,The Whole Truth,"The Whole Truth (A. Shaw, #1)",eng,4,19171,22924,1252,212,737,5067,9753,7155,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,Thriller
9921,99713,99713,1101090,10,811200418,9.78081E+12,Lawrence Ferlinghetti,1958,A Coney Island of the Mind: Poems,A Coney Island of the Mind,eng,4.16,9376,9445,297,105,348,1620,3231,4141,https://images.gr-assets.com/books/1327958248m/99713.jpg,https://images.gr-assets.com/books/1327958248s/99713.jpg,,poetry
1964,68488,68488,2406151,62,6486010,9.78001E+12,Robin Hobb,2001,Fool's Errand,"Fool's Errand (Tawny Man, #1)",eng,4.29,50758,56491,1297,381,1096,7146,21191,26677,https://images.gr-assets.com/books/1360508839m/68488.jpg,https://images.gr-assets.com/books/1360508839s/68488.jpg,,fantasy
8244,1233478,1233478,1222082,29,451461991,9.78045E+12,Karen Chance,2008,Embrace the Night,"Embrace the Night (Cassandra Palmer, #3)",en-US,4.09,19294,20122,475,218,732,4013,7287,7872,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,fantasy
6591,343881,343881,1154594,44,743234413,9.78074E+12,Tim Winton,1991,Cloudstreet,Cloudstreet,eng,3.97,13067,14863,1095,436,954,2670,5338,5465,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,fiction
8848,278102,278102,1461263,43,440236924,9.78044E+12,Danielle Steel,1987,,Kaleidoscope,fre,3.88,11207,11812,280,131,718,3409,3784,3770,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,romance
322,14497,14497,16534,152,60557818,9.78006E+12,Neil Gaiman,1996,Neverwhere,Neverwhere,eng,4.18,268318,301740,15680,3126,9628,46996,113506,128484,https://images.gr-assets.com/books/1348747943m/14497.jpg,https://images.gr-assets.com/books/1348747943s/14497.jpg,,fantasy
2679,227593,227593,2060095,38,385721420,9.78039E+12,Julia Glass,2002,Three Junes,Three Junes,eng,3.56,35677,37045,2273,1049,3687,12450,13101,6758,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,drama
4626,14781501,14781501,20434567,44,316224138,9.78032E+12,"James Patterson, Marshall Karp",2012,NYPD Red,"NYPD Red (NYPD Red, #1)",,3.9,19252,24953,1906,437,1262,6138,9555,7561,https://images.gr-assets.com/books/1379898888m/14781501.jpg,https://images.gr-assets.com/books/1379898888s/14781501.jpg,,crime
4950,11178225,11178225,16102692,45,039925692X,9.7804E+12,Ruta Sepetys,2013,Out of the Easy,Out of the Easy,eng,4.05,25913,28925,4388,464,985,5290,11982,10204,https://images.gr-assets.com/books/1339784547m/11178225.jpg,https://images.gr-assets.com/books/1339784547s/11178225.jpg,,fiction
8329,7062,7062,2297476,22,375758232,9.78038E+12,Adam Gopnik,2000,Paris to the Moon,Paris to the Moon,eng,3.75,11065,11607,959,329,900,3067,4305,3006,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,culture
3338,6751,6751,2207382,26,316156116,9.78032E+12,David Foster Wallace,2005,Consider the Lobster,Consider the Lobster and Other Essays,eng,4.25,26551,29562,2283,248,717,3541,11853,13203,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,culture
5590,181601,181601,573440,8,60283262,9.78006E+12,"Laura Joffe Numeroff, Felicia Bond",2000,If You Give a Pig a Party (If You Give...),If You Give a Pig a Party,,4.22,18297,18394,279,200,669,3376,4740,9409,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,children
252,11235712,11235712,15545385,92,312641893,9.78031E+12,Marissa Meyer,2012,Cinder,"Cinder (The Lunar Chronicles, #1)",eng,4.15,427663,454146,41109,12154,18256,66180,150914,206642,https://images.gr-assets.com/books/1470056948m/11235712.jpg,https://images.gr-assets.com/books/1470056948s/11235712.jpg,,fiction
3974,28547,28547,2971170,45,689860072,9.78069E+12,Anne McCaffrey,1977,Dragonsinger,"Dragonsinger (Harper Hall, #2)",eng,4.26,31874,34877,608,104,658,5518,12332,16265,https://images.gr-assets.com/books/1410942014m/28547.jpg,https://images.gr-assets.com/books/1410942014s/28547.jpg,,fantasy
6631,8483233,8483233,13348402,31,61997161,9.78006E+12,Ree Drummond,2011,The Pioneer Woman: Black Heels to Tractor Wheels,The Pioneer Woman: Black Heels to Tractor Wheels,en-US,3.81,14976,16590,2677,528,1277,4126,5597,5062,https://images.gr-assets.com/books/1327898663m/8483233.jpg,https://images.gr-assets.com/books/1327898663s/8483233.jpg,,memoir
5548,21719,21719,947888,73,60534044,9.78006E+12,Karin Slaughter,2002,Kisscut,"Kisscut (Grant County, #2)",eng,4.12,18833,22250,1011,165,616,4035,9035,8399,https://images.gr-assets.com/books/1348096108m/21719.jpg,https://images.gr-assets.com/books/1348096108s/21719.jpg,,crime
36,3636,3636,2543234,192,385732554,9.78039E+12,Lois Lowry,1993,The Giver,"The Giver (The Giver, #1)",eng,4.12,1296825,1345445,54084,26497,59652,225326,448691,585279,https://images.gr-assets.com/books/1342493368m/3636.jpg,https://images.gr-assets.com/books/1342493368s/3636.jpg,,Dystopian
8363,13565676,13565676,19143595,13,,,Sarah J. Maas,2012,The Assassin and the Empire,"The Assassin and the Empire (Throne of Glass, #0.5)",eng,4.42,17277,17997,1221,140,341,1882,5040,10594,https://images.gr-assets.com/books/1341877441m/13565676.jpg,https://images.gr-assets.com/books/1341877441s/13565676.jpg,,fantasy
1514,17780,17780,1640941,86,141001828,9.78014E+12,Nathaniel Philbrick,1999,In the Heart of the Sea: The Tragedy of the Whaleship Essex,In the Heart of the Sea: The Tragedy of the Whaleship Essex,en-US,4.16,57259,61145,4593,743,1672,9369,24755,24606,https://images.gr-assets.com/books/1335902168m/17780.jpg,https://images.gr-assets.com/books/1335902168s/17780.jpg,,history
9318,359461,359461,349583,17,1414310579,9.78141E+12,Dee Henderson,2001,The Guardian,The Guardian (O'Malley #2),eng,4.4,11474,12163,348,34,165,1423,3762,6779,https://images.gr-assets.com/books/1406514522m/359461.jpg,https://images.gr-assets.com/books/1406514522s/359461.jpg,,fiction
40,19501,19501,3352398,185,143038419,9.78014E+12,Elizabeth Gilbert,2006,"Eat, pray, love: one woman's search for everything across Italy, India and Indonesia","Eat, Pray, Love",eng,3.51,1181647,1206597,49714,100373,149549,310212,332191,314272,https://images.gr-assets.com/books/1503066414m/19501.jpg,https://images.gr-assets.com/books/1503066414s/19501.jpg,,memoir
4820,25190,25190,1020573,48,452281458,9.78045E+12,"A.N. Roquelaure, Anne Rice",1985,"Beauty's Release (Sleeping Beauty, #3)","Beauty's Release (Sleeping Beauty, #3)",eng,3.71,22424,24040,652,1218,2541,6190,6212,7879,https://images.gr-assets.com/books/1167595462m/25190.jpg,https://images.gr-assets.com/books/1167595462s/25190.jpg,,romance
3466,25817531,25817531,41344566,49,62413864,9.78006E+12,Gilly Macmillan,2015,What She Knew (Burnt Paper Sky),What She Knew,,3.89,25865,39097,3520,455,1769,9383,17518,9972,https://images.gr-assets.com/books/1441801604m/25817531.jpg,https://images.gr-assets.com/books/1441801604s/25817531.jpg,,psychology
1761,6346975,6346975,6533383,63,159420229X,9.78159E+12,Joshua Foer,2011,Moonwalking with Einstein: The Art and Science of Remembering Everything,Moonwalking with Einstein: The Art and Science of Remembering Everything,eng,3.85,48816,53638,4129,1176,3035,13125,21575,14727,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,memoir
2305,11797365,11797365,16750147,71,670023329,9.78067E+12,Blaine Harden,2012,Escape from Camp 14: One Man's Remarkable Odyssey from North Korea to Freedom in the West ,Escape from Camp 14: One Man's Remarkable Odyssey from North Korea to Freedom in the West,eng,3.99,37392,42712,4268,582,1468,9050,18139,13473,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,memoir
3724,6578507,6578507,6771932,50,143145444,9.78014E+12,"Sarah Blake, Orlagh Cassidy",2009,The Postmistress,The Postmistress,eng,3.3,30320,35271,5127,1474,5324,13532,11074,3867,https://images.gr-assets.com/books/1409169468m/6578507.jpg,https://images.gr-assets.com/books/1409169468s/6578507.jpg,,history
8285,440960,440960,2189612,14,1401212409,9.7814E+12,"Grant Morrison, Andy Kubert, John Van Fleet, Jesse Delperdang",2005,Batman: Batman and Son,Batman and Son,eng,3.81,10188,10660,290,279,777,2804,3604,3196,https://images.gr-assets.com/books/1328217465m/440960.jpg,https://images.gr-assets.com/books/1328217465s/440960.jpg,,comic
4994,11466,11466,1559134,37,802136680,9.7808E+12,Tobias Wolff,1989,This Boy's Life: A Memoir,This Boy's Life,eng,3.98,19981,21010,1201,257,953,4430,8727,6643,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,memoir
8128,16948,16948,882029,21,044900483X,9.78045E+12,Mary Doria Russell,1998,Children of God,"Children of God (The Sparrow, #2)",eng,4.05,12938,14009,1298,113,557,2685,5856,4798,https://images.gr-assets.com/books/1373509005m/16948.jpg,https://images.gr-assets.com/books/1373509005s/16948.jpg,,fiction
3033,586472,586472,907221,44,553381350,9.78055E+12,Tom Wolfe,1979,The Right Stuff,The Right Stuff,eng,4.23,30701,32960,935,330,780,4710,12237,14903,https://images.gr-assets.com/books/1393654700m/586472.jpg,https://images.gr-assets.com/books/1393654700s/586472.jpg,,history
7939,19090384,19090384,21910727,13,1625173431,9.78163E+12,Ilona Andrews,2012,Clean Sweep,"Clean Sweep (Innkeeper Chronicles, #1)",eng,4.2,16071,21035,1899,211,469,3126,8361,8868,https://images.gr-assets.com/books/1385939257m/19090384.jpg,https://images.gr-assets.com/books/1385939257s/19090384.jpg,,fantasy
3040,13146214,13146214,18323697,32,,,Abbi Glines,2012,Because of Low,"Because of Low (Sea Breeze, #2)",eng,4.14,48344,50782,2196,428,1672,8782,19344,20556,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,adult
9656,1422252,1422252,3678073,20,61229776,9.78006E+12,Lynsay Sands,2008,"Vampire, Interrupted","Vampire, Interrupted (Argeneau #9)",eng,4.32,15899,16784,441,75,339,2384,5254,8732,https://images.gr-assets.com/books/1410758592m/1422252.jpg,https://images.gr-assets.com/books/1410758592s/1422252.jpg,,fantasy
2546,6614,6614,2713437,71,786887079,9.78079E+12,Candace Bushnell,2005,Lipstick Jungle,Lipstick Jungle,eng,3.39,35792,37339,945,2213,5372,12502,10083,7169,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,fiction
2593,3054684,3054684,3085581,46,61284408,9.78006E+12,Claudia Gray,2009,Stargazer,"Stargazer (Evernight, #2)",eng,3.8,49050,51143,1382,1581,4238,13442,15417,16465,https://images.gr-assets.com/books/1306376986m/3054684.jpg,https://images.gr-assets.com/books/1306376986s/3054684.jpg,,adult
1189,43877,43877,43268,138,62515675,9.78006E+12,Robin S. Sharma,1996,The Monk Who Sold His Ferrari: A Fable About Fulfilling Your Dreams & Reaching Your Destiny,The Monk Who Sold His Ferrari: A Fable About Fulfilling Your Dreams  Reaching Your Destiny,eng,3.77,52031,65477,3517,2900,5582,14980,22014,20001,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,self-help
7967,1173576,1173576,1161341,37,61438294,9.78006E+12,"Joe Navarro, Marvin Karlins",2008,What Every Body is Saying: An FBI Agent's Guide to Speed-Reading People,What Every Body is Saying: An Ex-FBI Agent's Guide to Speed-Reading People,eng,3.9,10204,11626,732,159,636,2867,4525,3439,https://images.gr-assets.com/books/1355055362m/1173576.jpg,https://images.gr-assets.com/books/1355055362s/1173576.jpg,,psychology
6078,81903,81903,1726,178,425173747,9.78043E+12,Agatha Christie,1975,Curtain: Poirot’s Last Case,"Curtain (Hercule Poirot, #39)",eng,4.05,18358,22020,1080,194,930,4684,7924,8288,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,mystery
108,9416,9416,3237433,144,440241413,9.78044E+12,Sophie Kinsella,2000,Confessions of a Shopaholic,"Confessions of a Shopaholic (Shopaholic, #1)",eng,3.61,543658,558004,11170,30705,56949,156636,166927,146787,https://images.gr-assets.com/books/1327872404m/9416.jpg,https://images.gr-assets.com/books/1327872404s/9416.jpg,,comedy
1316,2731276,2731276,2168242,70,61374229,9.78006E+12,David Wroblewski,2008,The Story of Edgar Sawtelle,The Story of Edgar Sawtelle,eng,3.6,70382,79454,12981,4187,9296,19768,27012,19191,https://images.gr-assets.com/books/1310466361m/2731276.jpg,https://images.gr-assets.com/books/1310466361s/2731276.jpg,,fiction
8188,52783,52783,2222957,80,140189424,9.78014E+12,"Saul Bellow, Luciano Bianciardi",1959,Henderson the Rain King,Henderson the Rain King,eng,3.79,11226,11928,674,365,977,2946,4107,3533,https://images.gr-assets.com/books/1297116277m/52783.jpg,https://images.gr-assets.com/books/1297116277s/52783.jpg,,fiction
2754,32504,32504,1473598,105,446690449,9.78045E+12,Michael Connelly,1998,Blood Work,"Blood Work (Harry Bosch Universe, #8; Terry McCaleb #1)",eng,4.11,34296,37494,999,216,892,6907,16077,13402,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,crime
9754,376561,376561,4479600,81,679725318,9.78068E+12,Vladimir Nabokov,1936,Приглашение на казнь,Invitation to a Beheading,eng,3.94,8812,10060,612,145,553,2300,3844,3218,https://images.gr-assets.com/books/1405182507m/376561.jpg,https://images.gr-assets.com/books/1405182507s/376561.jpg,,fiction
6232,8686068,8686068,13558363,64,312375069,9.78031E+12,"Keigo Higashino, Alexander O. Smith",2005,容疑者Xの献身 [Yōgisha X no kenshin],The Devotion of Suspect X,,4.05,12336,16654,2562,140,633,3108,7197,5576,https://images.gr-assets.com/books/1312051518m/8686068.jpg,https://images.gr-assets.com/books/1312051518s/8686068.jpg,,mystery
2877,99110,99110,17121965,45,525467262,9.78053E+12,"A.A. Milne, Ernest H. Shepard",1961,,"The Complete Tales and Poems of Winnie-the-Pooh (Winnie-the-Pooh, #1-4)",en-US,4.49,37312,38520,249,300,648,3918,8660,24994,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,children
5324,112752,112752,1281288,35,440237564,9.78044E+12,Karen Marie Moning,2004,The Immortal Highlander ,"The Immortal Highlander (Highlander, #6)",eng,4.34,27065,28854,1076,148,572,3712,9355,15067,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,fantasy
800,821611,821611,1602613,298,553213873,9.78055E+12,Helen Keller,1902,The Story of My Life,The Story of My Life,eng,4.07,107313,110056,1683,2514,4654,20960,36225,45703,https://images.gr-assets.com/books/1320429331m/821611.jpg,https://images.gr-assets.com/books/1320429331s/821611.jpg,,memoir
3571,435045,435045,423977,32,1416547037,9.78142E+12,Kresley Cole,2007,Wicked Deeds on a Winter's Night (Immortals After Dark #4),Wicked Deeds on a Winter's Night (Immortals After Dark #4),en-CA,4.37,40001,42628,1347,253,780,4949,13535,23111,https://images.gr-assets.com/books/1357614752m/435045.jpg,https://images.gr-assets.com/books/1357614752s/435045.jpg,,fantasy
2895,17331349,17331349,24034629,48,62218360,9.78006E+12,"Steven D. Levitt, Stephen J. Dubner",2014,,Think Like a Freak,eng,3.82,25990,32724,2675,526,1711,9028,13187,8272,https://images.gr-assets.com/books/1395610974m/17331349.jpg,https://images.gr-assets.com/books/1395610974s/17331349.jpg,,economics
2928,46191,9201647,2572759,50,1580627560,9.78158E+12,Sherry Argov,2009,Why Men Love Bitches: From Doormat to Dreamgirl - A Woman's Guide to Holding Her Own In A Relationship,Why Men Love Bitches: From Doormat to Dreamgirl—A Woman's Guide to Holding Her Own in a Relationship,,3.89,26662,28618,1467,1258,2194,6076,7993,11097,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,self-help
8179,4076,4076,7786,38,1861977166,9.78186E+12,"Tom Peters, Robert H. Waterman Jr.",1982,In Search of Excellence,In Search of Excellence: Lessons from America's Best-Run Companies,,3.91,9469,10121,151,267,636,2254,3544,3420,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,business
972,32829,32829,1924715,1363,553213970,9.78055E+12,Jules Verne,1864,Voyage au centre de la Terre,"Journey to the Center of the Earth (Extraordinary Voyages, #3)",eng,3.84,89410,111100,3483,1238,6342,31442,42106,29972,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,fiction
